# Lines starting with ”#” will be treated as comments.;;;;;;;;;;;;;;;;;;;;;;
# This file can be reloaded with the ”reload stats” console command;;;;;;;;;;;;;;;;;;;;;;
#;;;;;;;;;;;;;;;;missile weapons only;;;;;;
#;;;;;;;%of dmg that will;;%of dmg that will;;100;50;;;;minimum speed;;;;;;
#;;;;;%bonus dmg;%bonus dmg;go through shields;%bonus dmg;go through armor;;;;;;;of missiles;;;;;;
key;cost;power;min_damage;max_damage;hull_damage;shield_damage;shield_penetration;armor_damage;armor_penetration;min_windup;max_windup;cooldown;range;accuracy;tracking;missile_speed;missile_evasion;missile_shield;missile_armor;missile_health;missile_retarget_range;end
SMALL_KANG_DISRUPTOR_6;70;-34;16;32;1;0.75;0;1.5;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_KANG_DISRUPTOR_6;150;-81;30;70;1;0.75;0;1.5;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_KANG_DISRUPTOR_6;710;-400;390;780;1;0.75;0;1.5;0;20;25;60;60;0.85;0;0;0;0;0;0;0;
POINT_DEFENCE_ANTIPROTON_DISRUPTOR_1;10;-2;1;3;1;1;0;1;0;1;1;10;20;0.75;0.4;0;0;0;0;0;0;
SMALL_ANTIPROTON_DISRUPTOR_1;10;-3;8;16;1;1;0;1;0;5;10;30;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_ANTIPROTON_DISRUPTOR_1;20;-6;23;47;1;1;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
LARGE_ANTIPROTON_DISRUPTOR_1;30;-15;50;90;1;1;0;1;0;5;15;40;50;0.85;0;0;0;0;0;0;0;
EXTRA_LARGE_ANTIPROTON_DISRUPTOR_1;60;-33;140;270;1;1;0;1;0;15;20;50;60;0.85;0;0;0;0;0;0;0;
STARBASE_ANTIPROTON_DISRUPTOR_1;80;-40;140;290;1;1;0;1;0;15;20;50;70;0.85;0.2;0;0;0;0;0;0;
SMALL_ANTIPROTON_DISRUPTOR_2;10;-5;13;25;1;1;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_ANTIPROTON_DISRUPTOR_2;30;-13;27;54;1;1;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
SMALL_ANTIPROTON_DISRUPTOR_3;20;-11;17;35;1;1;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_ANTIPROTON_DISRUPTOR_3;50;-28;40;70;1;1;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_ANTIPROTON_DISRUPTOR_3;380;-213;320;640;1;1;0;1;0;20;25;60;60;0.85;0;0;0;0;0;0;0;
SMALL_ANTIPROTON_DISRUPTOR_4;30;-17;21;41;1;1;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_ANTIPROTON_DISRUPTOR_4;80;-41;40;90;1;1;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
SMALL_ANTIPROTON_DISRUPTOR_5;50;-28;24;49;1;1.25;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_ANTIPROTON_DISRUPTOR_5;120;-65;50;100;1;1.25;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
SMALL_ANTIPROTON_DISRUPTOR_6;70;-34;28;55;1;1.25;0;1;0;5;15;40;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_ANTIPROTON_DISRUPTOR_6;150;-81;60;110;1;1.25;0;1;0;5;15;40;40;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_ANTIPROTON_DISRUPTOR_6;840;-475;440;870;1;1.25;0;1;0;20;25;60;60;0.85;0;0;0;0;0;0;0;
POINT_DEFENCE_BASIC_DISRUPTOR_1;10;-1;1;2;1.25;0.75;0;1;0;1;1;10;20;0.75;0.4;0;0;0;0;0;0;
SMALL_BASIC_DISRUPTOR_1;10;-2;5;11;1.25;0.75;0;1;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_BASIC_DISRUPTOR_1;10;-5;12;23;1.25;0.75;0;1;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_BASIC_DISRUPTOR_1;30;-13;20;50;1.25;0.75;0;1;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
EXTRA_LARGE_BASIC_DISRUPTOR_1;50;-28;70;140;1.25;0.75;0;1;0;6;6;35;60;0.85;0;0;0;0;0;0;0;
STARBASE_BASIC_DISRUPTOR_1;70;-35;80;150;1.25;0.75;0;1;0;6;6;35;70;0.85;0.2;0;0;0;0;0;0;
SMALL_BASIC_DISRUPTOR_2;10;-6;6;13;1.25;0.75;0.5;1;0;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_BASIC_DISRUPTOR_2;30;-14;14;27;1.25;0.75;0.5;1;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
SMALL_BASIC_DISRUPTOR_3;20;-11;8;17;1.25;0.75;0.5;1;0;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_BASIC_DISRUPTOR_3;50;-28;18;35;1.25;0.75;0.5;1;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_DISRUPTOR_2;10;-5;2;3;1.25;0.75;0;1;0;1;1;10;20;0.75;0.4;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_DISRUPTOR_3;20;-10;2;5;1.25;0.75;0;1;0;1;1;10;20;0.75;0.4;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_DISRUPTOR_4;30;-15;3;5;1.25;0.75;0;1;0;1;1;10;20;0.75;0.4;0;0;0;0;0;0;
STARBASE_BASIC_DISRUPTOR_2;290;-160;160;310;1.25;0.75;0;1;0;8;8;45;70;0.85;0.2;0;0;0;0;0;0;
STARBASE_BASIC_DISRUPTOR_3;500;-280;200;410;1.25;0.75;0;1;0;8;8;45;70;0.85;0.2;0;0;0;0;0;0;
STARBASE_BASIC_DISRUPTOR_4;530;-298;190;370;1.25;0.75;0.5;1;0;8;8;45;60;0.85;0.2;0;0;0;0;0;0;
SMALL_BARRAGE_DISRUPTOR_1;20;-8;4;9;1.25;0.75;0;1;0;2;2;15;20;0.8;0.4;0;0;0;0;0;0;
MEDIUM_BARRAGE_DISRUPTOR_1;40;-21;9;18;1.25;0.75;0;1;0;2;2;15;30;0.85;0.3;0;0;0;0;0;0;
SMALL_BARRAGE_DISRUPTOR_2;30;-14;5;11;1.25;0.75;0;1;0;2;2;15;20;0.8;0.4;0;0;0;0;0;0;
MEDIUM_BARRAGE_DISRUPTOR_2;70;-34;10;20;1.25;0.75;0;1;0;2;2;15;30;0.85;0.3;0;0;0;0;0;0;
SMALL_BARRAGE_DISRUPTOR_3;40;-20;7;13;1.25;0.75;0;1;0;2;2;15;20;0.8;0.4;0;0;0;0;0;0;
MEDIUM_BARRAGE_DISRUPTOR_3;90;-48;10;30;1.25;0.75;0;1;0;2;2;15;30;0.85;0.3;0;0;0;0;0;0;
SMALL_BARRAGE_DISRUPTOR_4;50;-25;8;16;1.25;0.75;0;1;0;2;2;15;20;0.8;0.4;0;0;0;0;0;0;
MEDIUM_BARRAGE_DISRUPTOR_4;110;-62;20;30;1.25;0.75;0;1;0;2;2;15;30;0.85;0.3;0;0;0;0;0;0;
MEDIUM_LONG_RANGE_DISRUPTOR_1;50;-24;15;29;1.25;0.75;0;1;0;4;4;25;80;0.85;0.1;0;0;0;0;0;0;
LARGE_LONG_RANGE_DISRUPTOR_1;100;-56;30;60;1.25;0.75;0;1;0;4;4;25;90;0.9;0.1;0;0;0;0;0;0;
MEDIUM_LONG_RANGE_DISRUPTOR_2;90;-49;20;40;1.25;0.75;0;1;0;4;4;25;80;0.85;0.1;0;0;0;0;0;0;
LARGE_LONG_RANGE_DISRUPTOR_2;200;-113;60;120;1.25;0.75;0;1;0;6;6;35;90;0.9;0.1;0;0;0;0;0;0;
EXTRA_LARGE_LONG_RANGE_DISRUPTOR_2;500;-280;130;270;1.25;0.75;0;1;0;6;6;35;100;0.9;0.1;0;0;0;0;0;0;
MEDIUM_LONG_RANGE_DISRUPTOR_3;130;-73;40;70;1.25;0.75;0;1;0;6;6;35;80;0.85;0.1;0;0;0;0;0;0;
LARGE_LONG_RANGE_DISRUPTOR_3;300;-169;80;150;1.25;0.75;0;1;0;6;6;35;90;0.9;0.1;0;0;0;0;0;0;
EXTRA_LARGE_LONG_RANGE_DISRUPTOR_3;710;-400;170;340;1.25;0.75;0;1;0;6;6;35;100;0.9;0.1;0;0;0;0;0;0;
SMALL_PHASE_DISRUPTOR_1;30;-16;11;23;1.75;0.5;0;0.75;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PHASE_DISRUPTOR_1;70;-38;20;50;1.75;0.5;0;0.75;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PHASE_DISRUPTOR_1;160;-88;50;90;1.75;0.5;0;0.75;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PHASE_DISRUPTOR_2;40;-22;13;27;1.75;0.5;0;0.75;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PHASE_DISRUPTOR_2;100;-53;30;50;1.75;0.5;0;0.75;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PHASE_DISRUPTOR_2;220;-123;60;110;1.75;0.5;0;0.75;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PHASE_DISRUPTOR_3;60;-31;15;30;2;0.5;0;0.75;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PHASE_DISRUPTOR_3;130;-73;30;60;2;0.5;0;0.75;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PHASE_DISRUPTOR_3;300;-169;60;120;2;0.5;0;0.75;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_TETRYONIC_DISRUPTOR_1;20;-11;8;17;1.25;0.75;0.5;1;0;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_TETRYONIC_DISRUPTOR_1;50;-28;18;35;1.25;0.75;0.5;1;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_TETRYONIC_DISRUPTOR_1;120;-65;40;70;1.25;0.75;0.5;1;0;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_TETRYONIC_DISRUPTOR_2;30;-17;10;21;1.25;0.75;0.5;1;0;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_TETRYONIC_DISRUPTOR_2;80;-41;20;40;1.25;0.75;0.5;1;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_TETRYONIC_DISRUPTOR_2;180;-98;40;90;1.25;0.75;0.5;1;0;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_TETRYONIC_DISRUPTOR_3;40;-23;12;25;1.25;0.75;0.5;1;0;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_TETRYONIC_DISRUPTOR_3;100;-55;30;50;1.25;0.75;0.5;1;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_TETRYONIC_DISRUPTOR_3;230;-130;50;100;1.25;0.75;0.5;1;0;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_TETRYONIC_DISRUPTOR_4;50;-28;14;29;1.25;0.75;0.5;1;0;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_TETRYONIC_DISRUPTOR_4;130;-69;30;60;1.25;0.75;0.5;1;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_TETRYONIC_DISRUPTOR_4;290;-163;60;120;1.25;0.75;0.5;1;0;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_PULSE_DISRUPTOR_1;20;-10;9;19;1;1;0;1;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PULSE_DISRUPTOR_1;50;-25;20;40;1;1;0;1;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PULSE_DISRUPTOR_1;110;-60;40;80;1;1;0;1;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PULSE_DISRUPTOR_2;30;-15;11;23;1;1;0;1;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PULSE_DISRUPTOR_2;70;-38;20;50;1;1;0;1;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PULSE_DISRUPTOR_2;160;-90;50;90;1;1;0;1;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PULSE_DISRUPTOR_3;40;-20;13;27;1;1;0;1;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PULSE_DISRUPTOR_3;90;-50;30;50;1;1;0;1;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PULSE_DISRUPTOR_3;220;-120;60;110;1;1;0;1;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PULSE_DISRUPTOR_4;50;-25;15;31;1;1;0;1;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PULSE_DISRUPTOR_4;110;-63;30;70;1;1;0;1;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PULSE_DISRUPTOR_4;270;-150;60;130;1;1;0;1;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PLASMA_CANNON_DISRUPTOR_1;20;-10;9;19;1;0.75;0;1.25;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_CANNON_DISRUPTOR_1;50;-25;20;40;1;0.75;0;1.25;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PLASMA_CANNON_DISRUPTOR_1;110;-60;40;80;1;0.75;0;1.25;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PLASMA_CANNON_DISRUPTOR_2;30;-15;11;23;1;0.75;0;1.25;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_CANNON_DISRUPTOR_2;70;-38;20;50;1;0.75;0;1.25;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PLASMA_CANNON_DISRUPTOR_2;160;-90;50;90;1;0.75;0;1.25;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PLASMA_CANNON_DISRUPTOR_3;40;-20;13;27;1;0.75;0;1.25;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_CANNON_DISRUPTOR_3;90;-50;30;50;1;0.75;0;1.25;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PLASMA_CANNON_DISRUPTOR_3;220;-120;60;110;1;0.75;0;1.25;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PLASMA_CANNON_DISRUPTOR_4;50;-25;15;31;1;0.75;0;1.25;0;4;4;25;30;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_CANNON_DISRUPTOR_4;110;-63;30;70;1;0.75;0;1.25;0;4;4;25;40;0.8;0;0;0;0;0;0;0;
LARGE_PLASMA_CANNON_DISRUPTOR_4;270;-150;60;130;1;0.75;0;1.25;0;4;4;25;50;0.85;0;0;0;0;0;0;0;
SMALL_PLASMA_BEAM_DISRUPTOR_1;20;-11;8;17;1.25;0.75;0;1;0.5;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_BEAM_DISRUPTOR_1;50;-28;18;35;1.25;0.75;0;1;0.5;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_PLASMA_BEAM_DISRUPTOR_1;120;-65;40;70;1.25;0.75;0;1;0.5;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_PLASMA_BEAM_DISRUPTOR_2;30;-17;10;21;1.25;0.75;0;1;0.5;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_BEAM_DISRUPTOR_2;80;-41;20;40;1.25;0.75;0;1;0.5;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_PLASMA_BEAM_DISRUPTOR_2;180;-98;40;90;1.25;0.75;0;1;0.5;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_PLASMA_BEAM_DISRUPTOR_3;40;-23;12;25;1.25;0.75;0;1;0.5;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_BEAM_DISRUPTOR_3;100;-55;30;50;1.25;0.75;0;1;0.5;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_PLASMA_BEAM_DISRUPTOR_3;230;-130;50;100;1.25;0.75;0;1;0.5;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_PLASMA_BEAM_DISRUPTOR_4;50;-28;14;29;1.25;0.75;0;1;0.5;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PLASMA_BEAM_DISRUPTOR_4;130;-69;30;60;1.25;0.75;0;1;0.5;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_PLASMA_BEAM_DISRUPTOR_4;290;-163;60;120;1.25;0.75;0;1;0.5;4;4;25;40;0.85;0;0;0;0;0;0;0;




POINT_DEFENCE_ARC_PLASMA_1;10;-2;1;2;1.5;0.75;0;0.75;0;1;1;10;50;0.7;0.4;0;0;0;0;0;0;
SMALL_ARC_PLASMA_1;10;-2;4;10;1.5;0.75;0;0.75;0;4;4;25;60;0.7;0.1;0;0;0;0;0;0;
MEDIUM_ARC_PLASMA_1;10;-6;9;26;1.5;0.75;0;0.75;0;4;4;25;70;0.75;-0.1;0;0;0;0;0;0;
LARGE_ARC_PLASMA_1;30;-14;20;40;1.5;0.75;0;0.75;0;4;4;25;80;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_ARC_PLASMA_1;60;-30;50;150;1.5;0.75;0;0.75;0;6;6;35;90;0.8;0;0;0;0;0;0;0;
STARBASE_ARC_PLASMA_1;70;-38;60;170;1.5;0.75;0;0.75;0;6;6;35;100;0.8;0.1;0;0;0;0;0;0;
SMALL_ARC_PLASMA_2;10;-4;6;18;1.5;0.75;0;0.75;0;6;6;35;60;0.7;0.1;0;0;0;0;0;0;
MEDIUM_ARC_PLASMA_2;20;-11;13;40;1.5;0.75;0;0.75;0;6;6;35;70;0.75;0;0;0;0;0;0;0;
SMALL_ARC_PLASMA_3;20;-9;8;25;1.5;0.75;0;0.75;0;6;6;35;60;0.7;0.1;0;0;0;0;0;0;
MEDIUM_ARC_PLASMA_3;40;-23;18;52;1.5;0.75;0;0.75;0;6;6;35;70;0.75;0;0;0;0;0;0;0;
SMALL_ARC_PLASMA_4;30;-13;10;32;1.5;0.75;0;0.75;0;6;6;35;60;0.7;0.1;0;0;0;0;0;0;
MEDIUM_ARC_PLASMA_4;60;-34;20;70;1.5;0.75;0;0.75;0;6;6;35;70;0.75;0;0;0;0;0;0;0;
SMALL_ARC_PLASMA_5;40;-20;9;27;1.5;0.75;0;0.75;0;4;4;25;70;0.7;0.1;0;0;0;0;0;0;
MEDIUM_ARC_PLASMA_5;90;-50;20;50;1.5;0.75;0;0.75;0;4;4;25;80;0.75;0;0;0;0;0;0;0;
SMALL_ARC_PLASMA_6;50;-25;10;32;1.5;0.75;0;0.75;0;4;4;25;70;0.7;0.1;0;0;0;0;0;0;
MEDIUM_ARC_PLASMA_6;110;-63;20;70;1.5;0.75;0;0.75;0;4;4;25;80;0.75;0;0;0;0;0;0;0;
EXTRA_LARGE_ARC_PLASMA_7;620;-350;130;400;1.5;0.75;0;0.75;0;6;6;35;100;0.8;0;0;0;0;0;0;0;
SMALL_PULSAR_PLASMA_1;20;-9;3;10;1.5;0.75;0;0.75;0;2;2;15;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_PULSAR_PLASMA_1;40;-23;7;20;1.5;0.75;0;0.75;0;2;2;15;50;0.9;0.1;0;0;0;0;0;0;
SMALL_PULSAR_PLASMA_2;30;-16;4;12;1.5;0.75;0;0.75;0;2;2;15;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_PULSAR_PLASMA_2;70;-38;10;20;1.5;0.75;0;0.75;0;2;2;15;50;0.9;0.1;0;0;0;0;0;0;
SMALL_PULSAR_PLASMA_3;40;-22;5;15;1.5;0.75;0;0.75;0;2;2;15;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_PULSAR_PLASMA_3;100;-53;10;30;1.5;0.75;0;0.75;0;2;2;15;50;0.9;0.1;0;0;0;0;0;0;
SMALL_PULSAR_PLASMA_4;50;-28;6;18;1.5;0.75;0;0.75;0;2;2;15;40;0.85;0.2;0;0;0;0;0;0;
MEDIUM_PULSAR_PLASMA_4;120;-68;10;40;1.5;0.75;0;0.75;0;2;2;15;50;0.9;0.1;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_PLASMA_2;10;-6;1;3;1.5;0.75;0;0.75;0;1;1;10;15;0.8;0.7;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_PLASMA_3;20;-11;2;4;1.5;0.75;0;0.75;0;1;1;10;15;0.8;0.7;0;0;0;0;0;0;
POINT_DEFENCE_TURRET_PLASMA_4;30;-17;2;6;1.5;0.75;0;0.75;0;1;1;10;15;0.8;0.7;0;0;0;0;0;0;
MEDIUM_HEAT_PLASMA_1;70;-38;40;110;1.25;1.25;0;0.75;0;15;20;50;40;0.8;0;0;0;0;0;0;0;
LARGE_HEAT_PLASMA_1;160;-88;80;220;1.25;1.25;0;0.75;0;15;20;50;50;0.85;0;0;0;0;0;0;0;
MEDIUM_HEAT_PLASMA_2;100;-53;40;140;1.25;1.25;0;0.75;0;15;20;50;40;0.8;0;0;0;0;0;0;0;
LARGE_HEAT_PLASMA_2;220;-123;90;270;1.25;1.25;0;0.75;0;15;20;50;50;0.85;0;0;0;0;0;0;0;
MEDIUM_HEAT_PLASMA_3;120;-68;50;160;1.25;1.25;0;0.75;0;15;20;50;40;0.8;0;0;0;0;0;0;0;
LARGE_HEAT_PLASMA_3;280;-158;100;320;1.25;1.25;0;0.75;0;15;20;50;50;0.85;0;0;0;0;0;0;0;
EXTRA_LARGE_WAVE_PLASMA_1;300;-170;160;490;1.5;0.75;0;0.75;0;20;25;60;40;1;0.5;0;0;0;0;0;0;
EXTRA_LARGE_WAVE_PLASMA_2;450;-255;200;590;1.5;0.75;0;0.75;0;20;25;60;40;1;0.5;0;0;0;0;0;0;
EXTRA_LARGE_WAVE_PLASMA_3;600;-340;230;690;1.5;0.75;0;0.75;0;20;25;60;40;1;0.5;0;0;0;0;0;0;
EXTRA_LARGE_WAVE_PLASMA_4;750;-425;270;790;1.5;0.75;0;0.75;0;20;25;60;40;1;0.5;0;0;0;0;0;0;
STARBASE_HEAT_PLASMA_2;320;-180;180;560;1.25;1.25;0;0.75;0;20;25;60;70;0.85;0.2;0;0;0;0;0;0;
STARBASE_HEAT_PLASMA_3;560;-315;240;710;1.25;1.25;0;0.75;0;20;25;60;70;0.85;0.2;0;0;0;0;0;0;
STARBASE_HEAT_PLASMA_4;800;-450;290;870;1.25;1.25;0;0.75;0;20;25;60;70;0.85;0.2;0;0;0;0;0;0;
SMALL_PHASED_PLASMA_1;20;-11;6;19;1.5;0.75;0;0.75;0.5;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PHASED_PLASMA_1;50;-28;13;40;1.5;0.75;0;0.75;0.5;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_PHASED_PLASMA_1;120;-65;30;80;1.5;0.75;0;0.75;0.5;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_PHASED_PLASMA_2;30;-17;8;23;1.5;0.75;0;0.75;0.5;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PHASED_PLASMA_2;80;-41;20;40;1.5;0.75;0;0.75;0.5;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_PHASED_PLASMA_2;180;-98;30;100;1.5;0.75;0;0.75;0.5;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_PHASED_PLASMA_3;40;-23;9;28;1.5;0.75;0;0.75;0.5;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PHASED_PLASMA_3;100;-55;20;60;1.5;0.75;0;0.75;0.5;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_PHASED_PLASMA_3;230;-130;40;110;1.5;0.75;0;0.75;0.5;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_PHASED_PLASMA_4;50;-28;11;32;1.5;0.75;0;0.75;0.5;4;4;25;20;0.75;0.1;0;0;0;0;0;0;
MEDIUM_PHASED_PLASMA_4;130;-69;20;70;1.5;0.75;0;0.75;0.5;4;4;25;30;0.8;0;0;0;0;0;0;0;
LARGE_PHASED_PLASMA_4;290;-163;40;140;1.5;0.75;0;0.75;0.5;4;4;25;40;0.85;0;0;0;0;0;0;0;
SMALL_COMPRESSED_PLASMA_1;20;-10;7;19;2;0.75;0;0.75;0;4;4;25;15;0.7;0.1;0;0;0;0;0;0;
MEDIUM_COMPRESSED_PLASMA_1;50;-25;14;42;2;0.75;0;0.75;0;4;4;25;20;0.75;0;0;0;0;0;0;0;
LARGE_COMPRESSED_PLASMA_1;110;-60;30;80;2;0.75;0;0.75;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
SMALL_COMPRESSED_PLASMA_2;30;-15;8;24;2;0.75;0;0.75;0;4;4;25;15;0.7;0.1;0;0;0;0;0;0;
MEDIUM_COMPRESSED_PLASMA_2;70;-38;20;50;2;0.75;0;0.75;0;4;4;25;20;0.75;0;0;0;0;0;0;0;
LARGE_COMPRESSED_PLASMA_2;160;-90;30;110;2;0.75;0;0.75;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
SMALL_COMPRESSED_PLASMA_3;40;-20;10;29;2;0.75;0;0.75;0;4;4;25;15;0.7;0.1;0;0;0;0;0;0;
MEDIUM_COMPRESSED_PLASMA_3;90;-50;20;60;2;0.75;0;0.75;0;4;4;25;20;0.75;0;0;0;0;0;0;0;
LARGE_COMPRESSED_PLASMA_3;220;-120;40;120;2;0.75;0;0.75;0;4;4;25;30;0.8;0;0;0;0;0;0;0;
SMALL_COMPRESSED_PLASMA_4;50;-25;11;34;2;0.75;0;0.75;0;4;4;25;15;0.7;0.1;0;0;0;0;0;0;
MEDIUM_COMPRESSED_PLASMA_4;110;-63;20;70;2;0.75;0;0.75;0;4;4;25;20;0.75;0;0;0;0;0;0;0;
LARGE_COMPRESSED_PLASMA_4;270;-150;50;130;2;0.75;0;0.75;0;4;4;25;30;0.8;0;0;0;0;0;0;0;




POINT_DEFENCE_BORG_ANTI_1;10;-3;2;4;1;1;0.5;1.75;0;1;10;15;20;0.7;0.4;0;0;0;0;10;0;
SMALL_BORG_ANTI_1;10;-5;14;29;1;1;0.5;1.75;0;15;20;50;30;0.7;0;0;0;0;0;0;0;
MEDIUM_BORG_ANTI_1;20;-11;31;61;1;1;0.5;1.75;0;15;20;50;40;0.75;-0.1;0;0;0;0;0;0;
LARGE_BORG_ANTI_1;50;-24;60;110;1;1;0.5;1.75;0;15;20;50;50;0.8;0;0;0;0;0;0;0;
EXTRA_LARGE_BORG_ANTI_1;90;-50;130;270;1;1;0.5;1.75;0;15;20;50;60;0.8;-0.1;0;0;0;0;0;0;
STARBASE_BORG_ANTI_1;110;-58;140;290;1;1;0.5;1.75;0;15;20;50;70;0.8;0.1;0;0;0;0;0;0;
SMALL_BORG_ANTI_2;20;-11;19;37;1;1;0.5;1.75;0;15;20;50;30;0.7;0.1;0;0;0;0;0;0;
MEDIUM_BORG_ANTI_2;50;-24;42;83;1;1;0.5;1.75;0;15;20;50;40;0.75;-0.1;0;0;0;0;0;0;
